,Review_title,Review_text,Ratings
327,Good choice,Nice product,4
328,Must buy!,"Best laptop for students 😉 go for it ,it's very light and best battery backup upto 4 hours , real & honest review",5
329,Awesome,Good product,5
330,Brilliant,This laptop is best in this segment,5
331,Nice,Good,3
332,Terrific,"Very² good just go for it.
Guy's. Wouldn't regret u..",5
333,Terrific purchase,Stylish and good performance,5
334,Worth every penny,Nice 👍👍👍 product,5
335,Brilliant,Superb,5
336,Worth the money,Simple super,4
337,Fabulous!,Awesome i really like it,5
338,Brilliant,Very nice product for this money ☺️,5
339,Worth every penny,Very good performances,5
340,Simply awesome,Osm laptop ...amazing❣️🍁🌈✨,5
341,Must buy!,"If you buy this laptop you don,t think about this just buy now its laptop is very nice looking and it's performance is much better than others brands",5
342,Best in the market!,Good,5
343,Brilliant,Excellent,5
344,Excellent,Its a awesome product only because of the specifications provided in this price range. Very useful for office and students use. Under 40k u will get 8gb/256gb ssd with core i3 10th generation processor which is not available in other brand like hp or dell. Performance of the laptop is also up to the mark. Thin and light. Just go for it. Worth purchase.,5
345,brilliant product,"nice product with great speed,comes with office and alexa.everything works well and battery works good.as expected.",4
346,Worth the money,Vry nice in this price but i face one prblm when i updated all drivers then mouse can't work so give me suggestions but overall i have good experience about Lenovo ideapad 3 core window 11 was good i love this laptop,4
347,best laptop in market.,Lenovo laptop having windows 11 and other good features. Also it is in budget. I am surely highly recommended for office and work from home users.,4
348,Does not exceed expectations but...,"Writing this review after using it for a month. Everything is good except its weight, quiet heavy. I mean you have a few lighter laptops of nearly same specs at a lower price so why not buy them, like the infinix INbook. Basically what I'm trying to say is, you have better options than this laptop. I'm not saying that this laptop is bad, it has been working good for me, atleast until now . :-)
What else can I say, I don't have much experience of writing fancy reviews.
Well I hope it helps yo...
READ MORE",4
349,Value-for-money,Better performance with better battery life . It's good laptop in this price range .,4
350,Worth every penny,VALUE FOR MONEY 💻 FAST WORKING AND SMOTH PERFORMANCE,5
351,Excellent,"First impression is awesome not have hanging problem and battery response is also good
Thanks flipkart",5
352,Nice product,"Better pricing then market we are getting it for less pricing then market for the same configuration online.

2 year warranty I think it's a fair deal 8GB RAM 256 GB SSD with i3 10th generation I think it deserved the price.",4
353,Terrific purchase,This product is so good. But it took so much times and it was delivered under 9 days. Value of money. I recommend you to buy this laptop......,5
354,Terrific purchase,Thanks flipkart for the wonderful deal. Fully satisfied as of now right from timely delivery and performance.,5
355,Very Good,Satisfied with laptop. Performance is good. Problems came like Flickering screen and search options not worked when upgraded to windows 11 so I reverted back to 10. So better don't upgrade to windows 11 now wait for some more days.,4
356,Best in the market!,Everything is better than other laptops of this range of price but there is only one thing is missing which the Numericals Pad. Overall performance is good. Good for using software like AutoCAD.,5
357,Good choice,"Battery backup is very good
I am use with wifi along with 7 hours with normal brightness
Battery backup depends on your brightness .
Performance also good
I'f you can high storage data so don't buy 256 SSD
Buy 512 SSD
Don't buy another laptop for battery backup this is good for battery backup purpose.....
Thank you",4
358,Great product,I wrote this review after the use of 45 days. I never saw a lack in this laptop and the sound quality is also good. Not heating I thought this price range recommend. Thanks for reading my review.,5
359,Value-for-money,Awesome.,4
360,Brilliant,Good laptop,5
361,Good for study and normal office work.,"Good for students learning purpose.
Do not expect to run games in this, only for study and normal office work.
Design is like Macbook with Windows.

Cons:
Backlit keyboard could have made it to 5 stars.",4
362,Worth the money,Very good for schooling and office work,4
363,Decent product,"Bought it for Trading Purpose.
Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3
364,Terrific purchase,Thanks flipkart for the wonderful deal. Fully satisfied as of now right from timely delivery and performance.,5
365,Very Good,Satisfied with laptop. Performance is good. Problems came like Flickering screen and search options not worked when upgraded to windows 11 so I reverted back to 10. So better don't upgrade to windows 11 now wait for some more days.,4
366,Best in the market!,Everything is better than other laptops of this range of price but there is only one thing is missing which the Numericals Pad. Overall performance is good. Good for using software like AutoCAD.,5
367,Good choice,"Battery backup is very good
I am use with wifi along with 7 hours with normal brightness
Battery backup depends on your brightness .
Performance also good
I'f you can high storage data so don't buy 256 SSD
Buy 512 SSD
Don't buy another laptop for battery backup this is good for battery backup purpose.....
Thank you",4
368,Great product,I wrote this review after the use of 45 days. I never saw a lack in this laptop and the sound quality is also good. Not heating I thought this price range recommend. Thanks for reading my review.,5
369,Value-for-money,Awesome.,4
370,Brilliant,Good laptop,5
371,Good for study and normal office work.,"Good for students learning purpose.
Do not expect to run games in this, only for study and normal office work.
Design is like Macbook with Windows.

Cons:
Backlit keyboard could have made it to 5 stars.",4
372,Worth the money,Very good for schooling and office work,4
373,Decent product,"Bought it for Trading Purpose.
Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3
374,Decent product,"Bought it for Trading Purpose.
Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3
375,Good choice,ok for this price,4
376,Highly recommended,Nice one ok,5
377,Really Nice,Overall good 👍,4
378,Terrific purchase,"REDMI is always best 👍💯
Smooth performance
True FHD display
I can use any version of autocad,catia, heavy software
but other laptop 👎",5
379,Wonderful,"Good product by REDMI at the price of 37999-/
Totally satisfied with this..✌️",4
380,Don't waste your money,This is a good laptop but this screen was very bad so I give 1 star,1
381,Must buy!,"One of best gadget which I purchased through Flipkart.

Value for money and also its design is very attractive. Battery backup upto 6hrs.
Windows 10 and Msoffice 2019 is given.
Audio quality is amezing.
Packing quality was too good.
Delivery was so quick.",5
382,Don't waste your money,I wasted my money....lap tops touch pad struck during working. I have to restart many times during working... Horrible,1
383,Good choice,"Good Battery backup, and good performance with i3 processor
Charging time per minute 1%",4
384,Pretty good,Value for money,4
385,Highly recommended,Good product with this money,5
386,Terrific,It's just osm👌👌,5
